utterance,intent,category,tags,tagalog,similarity,needs_review,human_corrected_tagalog
help me getting the invoice,get_invoice,INVOICE,B,ay tumutulong sa akin na makuha ang invoice,0.9468466639518738,False,
assistance to get my invoice,get_invoice,INVOICE,B,tulong upang makuha ang aking resibo,0.7580658197402954,False,
could you help me to get the invoices from July?,get_invoice,INVOICE,BIMP,Matutulungan mo ba akong makuha ang mga resibo mula Hulyo?,0.8125408887863159,False,
get invoices from nine months ago,get_invoice,INVOICE,BKM,magkaroon ng mga resibo mula siyam na buwan na ang nakalipas,0.7912337779998779,False,
help me get the invoice,get_invoice,INVOICE,B,ay tutulong sa akin na makuha ang invoice,0.9473869800567628,False,
could you help me get the invoice from September?,get_invoice,INVOICE,BIP,Matutulungan mo ba akong makuha ang resibo mula Setyembre?,0.8598213195800781,False,
where to get the invoice from September?,get_invoice,INVOICE,BI,saan makukuha ang invoice mula Setyembre?,0.9691917896270752,False,
I have to get the invoice,get_invoice,INVOICE,B,Kailangan kong kumuha ng invoice,0.9806082248687744,False,
I don't know how I can get the invoice,get_invoice,INVOICE,B,Hindi ko alam kung paano ako makakakuha ng invoice,0.9766888618469238,False,
where could I get the invoices?,get_invoice,INVOICE,BIMP,Saan ako makakakuha ng mga resibo?,0.7201977372169495,False,
I want help getting the invoices,get_invoice,INVOICE,BM,Nais ko ng tulong upang makuha ang mga resibo,0.7524334192276001,False,
what do I have to do to get the invoice from last month?,get_invoice,INVOICE,BI,Ano ang kailangan kong gawin upang makuha ang resibo mula noong nakaraang buwan?,0.7922094464302063,False,
I have to get the invoices,get_invoice,INVOICE,BM,Kailangan kong kunin ang mga resibo,0.7834483981132507,False,
I call to get the invoices from my last purchase,get_invoice,INVOICE,BM,Ako'y tumatawag upang kunin ang mga resibo mula sa aking huling binili,0.8050994873046875,False,
could you help me get the invoice from my last purchase?,get_invoice,INVOICE,BIP,Matutulungan mo ba akong makakuha ng invoice mula sa aking huling binili?,0.9645189642906188,False,
will you send me the invoice from my last purchase?,get_invoice,INVOICE,BIP,Ipadadala mo ba sa akin ang invoice mula sa aking huling binili?,0.9645774364471436,False,
I have got to get the invoices from my last purchase,get_invoice,INVOICE,BM,Kailangan kong kunin ang mga resibo mula sa aking huling binili,0.837307333946228,False,
getting invoice from eleven months ago,get_invoice,INVOICE,BKM,pagtanggap ng mga resibo mula sa nakalipas na labing - isang buwan,0.8154499530792236,False,
I do not know what I have to do to get the invoices,get_invoice,INVOICE,BEM,Hindi ko alam kung ano ang dapat kong gawin upang makuha ang mga resibo,0.7972676753997803,False,
can you help me getting the invoice from eleven months ago?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makuha ang invoice mula sa nakalipas na labing - isang buwan?,0.9317708015441896,False,
can you help me get the invoices from 3 purchases ago?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makuha ang mga resibo mula sa 3 binili ko noon?,0.6354436278343201,True,
could you help me to get the invoices from last month?,get_invoice,INVOICE,BIMP,Matutulungan mo ba akong makuha ang mga resibo mula noong nakaraang buwan?,0.7593454122543335,False,
I have to get my invoice,get_invoice,INVOICE,B,Kailangan kong kunin ang aking resibo,0.8049676418304443,False,
could I get the invoices from my last purchase?,get_invoice,INVOICE,BIMP,Makukuha ko kaya ang mga resibo mula sa aking huling binili?,0.806159257888794,False,
get invoices from last purchase,get_invoice,INVOICE,BKM,kumuha ng mga resibo mula sa huling binili,0.8201743364334106,False,
I would like to get the invoices from last month,get_invoice,INVOICE,BMP,Nais kong makuha ang mga resibo mula noong nakaraang buwan,0.8329730033874512,False,
I do not know how I can get the invoices from ten months ago,get_invoice,INVOICE,BEM,Hindi ko alam kung paano ako makakakuha ng mga resibo mula sa sampung buwan na ang nakalipas,0.8237404823303223,False,
where could I get my invoices?,get_invoice,INVOICE,BIMP,Saan ko makukuha ang aking mga resibo?,0.7106611132621765,False,
can you help me getting the invoices from 7 months ago?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makuha ang mga resibo mula 7 buwan na ang nakalipas?,0.8202722072601318,False,
I would like to get the invoices from February,get_invoice,INVOICE,BMP,Nais kong makuha ang mga resibo mula Pebrero,0.8449864387512207,False,
I don't know how to get the invoices from last month,get_invoice,INVOICE,BM,Hindi ko alam kung paano makukuha ang mga resibo mula noong nakaraang buwan,0.7942001819610596,False,
I don't know how I could get my invoice,get_invoice,INVOICE,BP,Hindi ko alam kung paano ko makukuha ang aking resibo,0.8154467940330505,False,
I don't know how I can get the invoice from last month,get_invoice,INVOICE,B,Hindi ko alam kung paano ako makakakuha ng invoice mula noong nakaraang buwan,0.9429150819778442,False,
how to get the invoices from my last purchase?,get_invoice,INVOICE,BIM,kung paano makukuha ang mga invoice mula sa aking huling binili?,0.9621090888977052,False,
I would like to get the invoices from ten months ago,get_invoice,INVOICE,BMP,Nais kong makuha ang mga resibo mula sa sampung buwan na ang nakalipas,0.8245810270309448,False,
I do not know how I could get my invoices,get_invoice,INVOICE,BEMP,Hindi ko alam kung paano ko makukuha ang aking mga resibo,0.7685465812683105,False,
I call to get the invoice from eight months ago,get_invoice,INVOICE,BM,Ako'y tumatawag upang kunin ang invoice mula noong walong buwan na ang nakalipas,0.9594643115997314,False,
I want help getting my invoices,get_invoice,INVOICE,BM,Nais ko ng tulong upang makuha ko ang aking mga resibo,0.7342274188995361,False,
I do not know what I have to do to get my invoices,get_invoice,INVOICE,BEM,Hindi ko alam kung ano ang dapat kong gawin upang makuha ang aking mga resibo,0.7914904356002808,False,
I want to get the invoice from last month,get_invoice,INVOICE,B,Gusto kong makuha ang invoice mula noong nakaraang buwan,0.9831656217575072,False,
where do I get the invoices from my last purchase?,get_invoice,INVOICE,BIM,Saan ako makakakuha ng mga resibo mula sa aking huling binili?,0.8095500469207764,False,
I have to get the invoice from last month,get_invoice,INVOICE,B,Kailangan kong kumuha ng invoice mula noong nakaraang buwan,0.9821359515190125,False,
can you help me to get the invoices from December?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makuha ang mga resibo mula Disyembre?,0.8139141798019409,False,
get invoice from four months ago,get_invoice,INVOICE,BKM,magkaroon ng mga resibo mula sa nakalipas na apat na buwan,0.8284437656402588,False,
how can I get the invoice from August?,get_invoice,INVOICE,BI,paano ako makakakuha ng invoice mula Agosto?,0.9736357927322388,False,
would it be possible to get the invoice?,get_invoice,INVOICE,BIP,Posible kayang makuha ang invoice?,0.9491243958473206,False,
where can I get the invoice from May?,get_invoice,INVOICE,BI,Saan ako makakakuha ng invoice mula Mayo?,0.9759461879730223,False,
help me getting the invoice from December,get_invoice,INVOICE,B,ay tumutulong sa akin na makuha ang invoice mula Disyembre,0.9552714824676514,False,
can I get the invoices from 6 purchases ago?,get_invoice,INVOICE,BIM,Makukuha ko ba ang mga invoice mula sa 6 na binili noong nakaraan?,0.8881714344024658,False,
can you help me get the invoices from my last purchase?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makuha ang mga resibo mula sa aking huling binili?,0.8127946853637695,False,
where can I get the invoices from my last purchase?,get_invoice,INVOICE,BIM,Saan ako makakakuha ng mga resibo mula sa aking huling binili?,0.8100461959838867,False,
I want help to get the invoices from last month,get_invoice,INVOICE,BM,Nais ko ng tulong upang makuha ang mga resibo mula noong nakaraang buwan,0.8373740911483765,False,
I try to get the invoices from 11 purchases ago,get_invoice,INVOICE,BM,Sinisikap kong makuha ang mga invoice mula sa 11 na binili noong nakaraan,0.9510999917984008,False,
I have to get my invoices,get_invoice,INVOICE,BM,Kailangan kong kunin ang aking mga resibo,0.7813223600387573,False,
where can I get the invoices from 1 purchases ago?,get_invoice,INVOICE,BIM,Saan ako makakakuha ng mga invoice mula sa 1 na binili noong nakaraan?,0.9450783729553224,False,
I try to get the invoices from two months ago,get_invoice,INVOICE,BM,Sinisikap kong makuha ang mga resibo mula sa nakalipas na dalawang buwan,0.8417255878448486,False,
I don't know what I have to do to get the invoices,get_invoice,INVOICE,BM,Hindi ko alam kung ano ang dapat kong gawin upang makuha ang mga resibo,0.8154290914535522,False,
where could I get the invoices from 6 purchases ago?,get_invoice,INVOICE,BIMP,Saan ako makakakuha ng mga resibo mula sa 6 na binili ko noon?,0.6205224394798279,True,
help getting the invoices,get_invoice,INVOICE,BM,ay tumutulong sa pagkuha ng mga resibo,0.6758536100387573,True,
I call to get the invoices,get_invoice,INVOICE,BM,Ako'y tumatawag upang kunin ang mga resibo,0.7311766147613525,False,
where can I get my invoice?,get_invoice,INVOICE,BI,Saan ko makukuha ang aking resibo?,0.7177312970161438,False,
help me get the invoice from 6 purchases ago,get_invoice,INVOICE,BM,ay tumulong sa akin na makuha ang resibo mula sa 6 na binili noong nakaraan,0.7702066898345947,False,
I don't know how to get my invoice,get_invoice,INVOICE,B,Hindi ko alam kung paano makukuha ang aking resibo,0.7888083457946777,False,
could you send me the invoices from nine months ago?,get_invoice,INVOICE,BIMP,Maaari mo bang ipadala sa akin ang mga resibo mula siyam na buwan na ang nakalipas?,0.9015145301818848,False,
I don't know how to get the invoice,get_invoice,INVOICE,B,Hindi ko alam kung paano makukuha ang invoice,0.9755890369415284,False,
can I get the invoices?,get_invoice,INVOICE,BIM,makukuha ko ba ang mga resibo?,0.7025704383850098,False,
can you help me to get the invoices from last month?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makuha ang mga resibo mula noong nakaraang buwan?,0.7504061460494995,False,
assistance getting the invoices from eight months ago,get_invoice,INVOICE,BM,paghingi ng mga resibo mula sa nakalipas na walong buwan,0.7812548875808716,False,
I need to get the invoice from July,get_invoice,INVOICE,B,Kailangan kong kumuha ng invoice mula Hulyo,0.9699125289916992,False,
I have got to get the invoices from eleven months ago,get_invoice,INVOICE,BM,Nakuha ko ang mga invoice mula sa labing - isang buwan na ang nakalipas,0.8408200740814209,False,
I don't know how I can get the invoice from 9 purchases ago,get_invoice,INVOICE,BM,Hindi ko alam kung paano ako makakakuha ng invoice sa 9 na binili ko,0.882245659828186,False,
I need assistance to get the invoices from 2 purchases ago,get_invoice,INVOICE,BM,Kailangan ko ng tulong upang makuha ang mga resibo mula sa 2 binili noong nakaraan,0.8194108009338379,False,
I need help to get my invoice,get_invoice,INVOICE,B,Kailangan ko ng tulong upang makuha ko ang aking resibo,0.7569353580474854,False,
could you help me to get the invoices from my last purchase?,get_invoice,INVOICE,BIMP,Matutulungan mo ba akong makuha ang mga resibo mula sa aking huling binili?,0.8089486360549927,False,
I need assistance to get the invoices from last month,get_invoice,INVOICE,BM,Kailangan ko ng tulong upang makuha ang mga resibo mula noong nakaraang buwan,0.8305935263633728,False,
can you help me getting the invoices from my last purchase?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makakuha ng mga resibo mula sa aking huling binili?,0.8075213432312012,False,
I want help to get the invoices,get_invoice,INVOICE,BM,Nais ko ng tulong upang makuha ang mga resibo,0.7580825090408325,False,
I would like to get the invoice from December,get_invoice,INVOICE,BP,Nais kong makuha ang invoice mula Disyembre,0.9789292812347412,False,
I need to get the invoice from 9 purchases ago,get_invoice,INVOICE,BM,Kailangan kong kumuha ng invoice mula sa 9 na binili ko ngayon,0.9122244119644164,False,
I don't know how I could get the invoices from last month,get_invoice,INVOICE,BMP,Hindi ko alam kung paano ako makakakuha ng mga resibo mula noong nakaraang buwan,0.824211835861206,False,
I try to get the invoices,get_invoice,INVOICE,BM,Sinisikap kong makuha ang mga resibo,0.6942535638809204,True,
how could I get the invoices from my last purchase?,get_invoice,INVOICE,BIMP,Paano ako makakakuha ng mga resibo mula sa aking huling binili?,0.8018826842308044,False,
can you help me getting my invoice?,get_invoice,INVOICE,BI,Matutulungan mo ba akong makuha ang aking resibo?,0.7281801700592041,False,
where to get the invoice from 10 months ago?,get_invoice,INVOICE,BIM,kung saan makukuha ang invoice mula 10 buwan na ang nakalipas?,0.9274225234985352,False,
I don't know how to get the invoices from ten months ago,get_invoice,INVOICE,BM,Hindi ko alam kung paano makukuha ang mga resibo mula sa sampung buwan na ang nakalipas,0.8403773307800293,False,
how could I get my invoice?,get_invoice,INVOICE,BIP,paano ko makukuha ang aking resibo?,0.7243772745132446,False,
could you help me get the invoices?,get_invoice,INVOICE,BIMP,Matutulungan mo ba akong makuha ang mga resibo?,0.7228907346725464,False,
could you help me getting the invoice from 10 months ago?,get_invoice,INVOICE,BIMP,Matutulungan mo ba akong makakuha ng invoice mula 10 buwan na ang nakalipas?,0.9469221830368042,False,
I do not know what I have to do to get the invoice,get_invoice,INVOICE,BE,Hindi ko alam kung ano ang dapat kong gawin upang makuha ang resibo,0.8143218159675598,False,
I don't know what to do to get the invoice,get_invoice,INVOICE,B,Hindi ko alam kung ano ang gagawin upang makuha ko ang resibo,0.8040149211883545,False,
can you send me the invoices from last month?,get_invoice,INVOICE,BIM,Maaari mo bang ipadala sa akin ang mga resibo mula noong nakaraang buwan?,0.8578529357910156,False,
I need help to get the invoices from last month,get_invoice,INVOICE,BM,Kailangan ko ng tulong upang makuha ang mga resibo mula noong nakaraang buwan,0.833284854888916,False,
how can I get the invoices?,get_invoice,INVOICE,BIM,paano ako makakakuha ng mga resibo?,0.7094981670379639,False,
could you help me to get the invoice from March?,get_invoice,INVOICE,BIP,Matutulungan mo ba akong makuha ang resibo mula Marso?,0.8505012392997742,False,
could I get the invoice from 9 purchases ago?,get_invoice,INVOICE,BIMP,Makakakuha kaya ako ng invoice mula sa 9 na binili ko noon?,0.716780424118042,False,
could you help me getting the invoice?,get_invoice,INVOICE,BIP,Matutulungan mo ba akong makuha ang resibo?,0.7310771942138672,False,
I do not know what I need to do to get the invoices,get_invoice,INVOICE,BEM,Hindi ko alam kung ano ang kailangan kong gawin upang makuha ang mga resibo,0.7893348932266235,False,
how do I get the invoice from seven purchases ago?,get_invoice,INVOICE,BIM,Paano ako makakakuha ng invoice mula sa pitong binili ko noong nakaraan?,0.9508944749832152,False,
will you send me the invoice from seven purchases ago?,get_invoice,INVOICE,BIMP,Ipadadala mo ba sa akin ang invoice mula sa pitong binili mo na ngayon?,0.9344245195388794,False,
where do I get my invoices?,get_invoice,INVOICE,BIM,Saan ko nakukuha ang aking mga resibo?,0.7164818048477173,False,
can you help me get my invoice?,get_invoice,INVOICE,BI,Matutulungan mo ba akong makuha ang aking resibo?,0.7311011552810669,False,
I want assistance to get the invoice from 8 months ago,get_invoice,INVOICE,BM,Nais ko ng tulong upang makuha ang invoice mula sa 8 buwan na ang nakalipas,0.9737838506698608,False,
could you help me get the invoices from last month?,get_invoice,INVOICE,BIMP,Matutulungan mo ba akong makuha ang mga resibo mula noong nakaraang buwan?,0.7653313875198364,False,
could you send me the invoices from one purchases ago?,get_invoice,INVOICE,BIMP,Maaari mo bang ipadala sa akin ang mga resibo mula sa isang binili noon?,0.7110849618911743,False,
I need help getting the invoices from my last purchase,get_invoice,INVOICE,BM,Kailangan ko ng tulong upang makuha ang mga resibo mula sa aking huling binili,0.8051525950431824,False,
I don't know how to get the invoices from my last purchase,get_invoice,INVOICE,BM,Hindi ko alam kung paano makukuha ang mga resibo mula sa aking huling binili,0.821377158164978,False,
I want help to get the invoice from June,get_invoice,INVOICE,B,Nais ko ng tulong upang makuha ang resibo mula Hunyo,0.8704869151115417,False,
I have got to get the invoice from 10 months ago,get_invoice,INVOICE,BM,Kailangan kong kumuha ng invoice mula 10 buwan na ang nakalipas,0.8998603820800781,False,
could you help me to get the invoice from six months ago?,get_invoice,INVOICE,BIMP,Matutulungan mo ba akong makuha ang invoice mula noong nakalipas na anim na buwan?,0.9654792547225952,False,
how do I get the invoice?,get_invoice,INVOICE,BI,paano ako makakakuha ng invoice?,0.9787168502807616,False,
I want to get the invoices from my last purchase,get_invoice,INVOICE,BM,Gusto kong makuha ang mga invoice mula sa huli kong binili,0.970626413822174,False,
get invoice from September,get_invoice,INVOICE,BK,kumuha ng mga resibo mula Setyembre,0.8867273926734924,False,
assistance to get the invoice from 3 purchases ago,get_invoice,INVOICE,BM,tulong upang makuha ang invoice mula sa 3 pagbili noong nakaraan,0.976604461669922,False,
I need to get the invoices from my last purchase,get_invoice,INVOICE,BM,Kailangan kong kunin ang mga invoice mula sa aking huling binili,0.965479850769043,False,
how do I get the invoice from June?,get_invoice,INVOICE,BI,paano ako makakakuha ng invoice mula Hunyo?,0.9825011491775512,False,
help me to get the invoice from last month,get_invoice,INVOICE,B,upang makuha ko ang invoice mula noong nakaraang buwan,0.9615235328674316,False,
can you send me the invoice from last month?,get_invoice,INVOICE,BI,Maaari mo bang ipadala sa akin ang invoice mula noong nakaraang buwan?,0.9721432328224182,False,
I am trying to get my invoices,get_invoice,INVOICE,BM,Sinisikap kong makuha ang aking mga resibo,0.7033178806304932,False,
I try to get the invoice from last month,get_invoice,INVOICE,B,Sinisikap kong makuha ang invoice mula noong nakaraang buwan,0.9703846573829652,False,
I am trying to get the invoices from 5 purchases ago,get_invoice,INVOICE,BM,Sinisikap kong makuha ang mga invoice mula sa 5 na binibili ko ngayon,0.925562024116516,False,
get invoice,get_invoice,INVOICE,BK,kumuha ng mga resibo,0.6847594976425171,True,
could you help me getting the invoices?,get_invoice,INVOICE,BIMP,Matutulungan mo ba akong makuha ang mga resibo?,0.7200191020965576,False,
getting invoices from July,get_invoice,INVOICE,BKM,pagkuha ng mga resibo mula Hulyo,0.8200693130493164,False,
I call to get the invoices from March,get_invoice,INVOICE,BM,Ako'y tumatawag upang kunin ang mga resibo mula Marso,0.8075493574142456,False,
can you help me to get the invoice from last month?,get_invoice,INVOICE,BI,Matutulungan mo ba akong makuha ang invoice mula noong nakaraang buwan?,0.9240847826004028,False,
I do not know what I need to do to get my invoices,get_invoice,INVOICE,BEM,Hindi ko alam kung ano ang kailangan kong gawin upang makuha ang aking mga resibo,0.7830850481987,False,
could you send me the invoices from last month?,get_invoice,INVOICE,BIMP,Maaari mo bang ipadala sa akin ang mga resibo mula noong nakaraang buwan?,0.8606035113334656,False,
I am calling to get the invoices from August,get_invoice,INVOICE,BM,Ako'y tumatawag upang kunin ang mga resibo mula Agosto,0.8352000117301941,False,
can you help me get the invoice from last month?,get_invoice,INVOICE,BI,Matutulungan mo ba akong makuha ang invoice mula noong nakaraang buwan?,0.9274530410766602,False,
I want help to get the invoices from my last purchase,get_invoice,INVOICE,BM,Nais ko ng tulong upang makuha ang mga resibo mula sa aking huling binili,0.8161853551864624,False,
how to get the invoices from March?,get_invoice,INVOICE,BIM,kung paano makukuha ang mga invoice mula Marso?,0.9569625854492188,False,
could you send me the invoices from August?,get_invoice,INVOICE,BIMP,Maaari mo bang ipadala sa akin ang mga resibo mula Agosto?,0.8732569217681885,False,
is it possible to get the invoices from last month?,get_invoice,INVOICE,BIM,posible kayang makuha ang mga invoice mula noong nakaraang buwan?,0.896232008934021,False,
I don't know how to get the invoice from 1 purchases ago,get_invoice,INVOICE,BM,Hindi ko alam kung paano makukuha ang invoice mula sa 1 na binili noong nakaraan,0.9629836082458496,False,
I would like to get the invoices from my last purchase,get_invoice,INVOICE,BMP,Nais kong makuha ang mga resibo mula sa aking huling binili,0.7975493669509888,False,
where do I get the invoice from my last purchase?,get_invoice,INVOICE,BI,Saan ako kukuha ng invoice mula sa aking huling binili?,0.9747081995010376,False,
I want assistance getting the invoice from my last purchase,get_invoice,INVOICE,B,Nais ko ng tulong upang makuha ang resibo mula sa aking huling binili,0.8125190138816833,False,
how can I get the invoice from last month?,get_invoice,INVOICE,BI,paano ako makakakuha ng invoice mula noong nakaraang buwan?,0.9116377830505372,False,
help to get the invoice from September,get_invoice,INVOICE,B,upang makuha ang invoice mula Setyembre,0.9671812057495116,False,
get invoices from April,get_invoice,INVOICE,BKM,kumuha ng mga resibo mula Abril,0.8683236837387085,False,
can I get the invoices from last month?,get_invoice,INVOICE,BIM,Makukuha ko ba ang mga resibo mula noong nakaraang buwan?,0.8170304298400879,False,
I need help getting the invoices from eleven months ago,get_invoice,INVOICE,BM,Kailangan ko ng tulong upang makuha ang mga resibo mula sa nakalipas na labing - isang buwan,0.8439927101135254,False,
can you help me get the invoices from last month?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makuha ang mga resibo mula noong nakaraang buwan?,0.7561864852905273,False,
I don't know how I could get the invoice,get_invoice,INVOICE,BP,Hindi ko alam kung paano ako makakakuha ng invoice,0.9684138298034668,False,
can you help me get the invoices from October?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makakuha ng mga resibo mula Oktubre?,0.8338489532470703,False,
get invoice from last purchase,get_invoice,INVOICE,BK,kumuha ng mga resibo mula sa huling binili,0.8494052886962891,False,
can I get the invoices from my last purchase?,get_invoice,INVOICE,BIM,Makukuha ko ba ang mga invoice mula sa aking huling binili?,0.962647557258606,False,
can you help me getting the invoice from my last purchase?,get_invoice,INVOICE,BI,Matutulungan mo ba akong makakuha ng invoice mula sa aking huling binili?,0.9648613929748536,False,
I need assistance getting the invoices from last month,get_invoice,INVOICE,BM,Kailangan ko ng tulong upang makuha ang mga resibo mula noong nakaraang buwan,0.8251836895942688,False,
I need to get the invoices from June,get_invoice,INVOICE,BM,Kailangan kong kumuha ng mga resibo mula Hunyo,0.8749549388885498,False,
is it possible to get the invoice from my last purchase?,get_invoice,INVOICE,BI,Posible bang makuha ang invoice mula sa aking huling binili?,0.9771615266799928,False,
I would like to get my invoice,get_invoice,INVOICE,BP,Nais kong makuha ang aking resibo,0.7317336797714233,False,
I don't know what to do to get the invoices from August,get_invoice,INVOICE,BM,Hindi ko alam kung ano ang gagawin upang makuha ang mga resibo mula Agosto,0.8683828115463257,False,
I do not know what to do to get my invoice,get_invoice,INVOICE,BE,Hindi ko alam kung ano ang gagawin upang makuha ko ang aking resibo,0.7727212905883789,False,
I don't know what I need to do to get my invoice,get_invoice,INVOICE,B,Hindi ko alam kung ano ang kailangan kong gawin upang makuha ang aking resibo,0.815260648727417,False,
help me get my invoices,get_invoice,INVOICE,BM,ay tumutulong sa akin na makuha ang aking mga resibo,0.6499572992324829,True,
can you send me the invoices from my last purchase?,get_invoice,INVOICE,BIM,Maaari mo bang ipadala sa akin ang mga resibo mula sa aking huling binili?,0.8606035709381104,False,
could I get the invoices from five purchases ago?,get_invoice,INVOICE,BIMP,Makakakuha kaya ako ng mga resibo mula sa limang binili ko noon?,0.5880675315856934,True,
getting invoice from March,get_invoice,INVOICE,BK,pagtanggap ng mga resibo mula sa Marso,0.8457577228546143,False,
how could I get the invoices?,get_invoice,INVOICE,BIMP,paano ako makakakuha ng mga resibo?,0.7142423391342163,False,
how do I get my invoices?,get_invoice,INVOICE,BIM,Paano ko nakukuha ang aking mga resibo?,0.6933730840682983,True,
help getting my invoice,get_invoice,INVOICE,B,upang makuha ang aking resibo,0.684779167175293,True,
where do I get the invoice from last month?,get_invoice,INVOICE,BI,Saan ako makakakuha ng invoice mula noong nakaraang buwan?,0.9611594080924988,False,
where could I get the invoices from my last purchase?,get_invoice,INVOICE,BIMP,Saan ako makakakuha ng mga resibo mula sa aking huling binili?,0.8079886436462402,False,
can you help me get the invoice from my last purchase?,get_invoice,INVOICE,BI,Matutulungan mo ba akong makakuha ng invoice mula sa aking huling binili?,0.9620846509933472,False,
help me getting the invoice from my last purchase,get_invoice,INVOICE,B,ay tutulong sa akin na makuha ang resibo mula sa aking huling binili,0.7759779095649719,False,
what do I need to do to get the invoice?,get_invoice,INVOICE,BI,Ano ang kailangan kong gawin upang makuha ang resibo?,0.7651973962783813,False,
assistance to get the invoices from December,get_invoice,INVOICE,BM,tulong upang makuha ang mga resibo mula Disyembre,0.8393498659133911,False,
getting invoices,get_invoice,INVOICE,BKM,pagtanggap ng mga resibo,0.7105932235717773,False,
I want to get the invoice,get_invoice,INVOICE,B,Gusto kong makuha ang invoice,0.9878337383270264,False,
help to get the invoice from seven purchases ago,get_invoice,INVOICE,BM,upang makuha ang invoice mula sa pitong binili noong nakaraan,0.9478057622909546,False,
how to get the invoice from March?,get_invoice,INVOICE,BI,kung paano makukuha ang invoice mula Marso?,0.9768465161323548,False,
I do not know how to get my invoice,get_invoice,INVOICE,BE,Hindi ko alam kung paano makukuha ang aking resibo,0.7637143135070801,False,
how to get my invoices?,get_invoice,INVOICE,BIM,kung paano ko makukuha ang aking mga resibo?,0.6816884875297546,True,
where could I get the invoices from November?,get_invoice,INVOICE,BIMP,Saan ako makakakuha ng mga resibo mula Nobyembre?,0.8389382362365723,False,
I don't know what I need to do to get my invoices,get_invoice,INVOICE,BM,Hindi ko alam kung ano ang kailangan kong gawin upang makuha ko ang aking mga resibo,0.792813777923584,False,
can you help me getting my invoices?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makuha ang aking mga resibo?,0.7099620699882507,False,
help getting the invoice from 11 purchases ago,get_invoice,INVOICE,BM,upang makuha ang invoice mula sa 11 na binili noong nakaraan,0.9469983577728271,False,
I want assistance to get the invoices from March,get_invoice,INVOICE,BM,Nais ko ng tulong upang makuha ang mga resibo mula Marso,0.8350538015365601,False,
get invoices from last month,get_invoice,INVOICE,BKM,magkaroon ng mga resibo mula noong nakaraang buwan,0.7713861465454102,False,
I do not know how to get the invoices from May,get_invoice,INVOICE,BEM,Hindi ko alam kung paano makukuha ang mga resibo mula Mayo,0.8285177946090698,False,
getting invoice from last purchase,get_invoice,INVOICE,BK,kumuha ng mga resibo mula sa huling binili,0.8316176533699036,False,
I want to get the invoice from eleven months ago,get_invoice,INVOICE,BM,Nais kong makuha ang invoice mula sa labing - isang buwan na ang nakalipas,0.8675068020820618,False,
how could I get the invoices from 10 months ago?,get_invoice,INVOICE,BIMP,paano ako makakakuha ng mga resibo mula 10 buwan na ang nakalipas?,0.8085984587669373,False,
I am trying to get the invoice from last month,get_invoice,INVOICE,B,Sinisikap kong makuha ang invoice mula noong nakaraang buwan,0.9695944786071776,False,
can you send me my invoices?,get_invoice,INVOICE,BIM,Maaari mo bang ipadala sa akin ang aking mga resibo?,0.7890945672988892,False,
I want to get my invoices,get_invoice,INVOICE,BM,Gusto kong makuha ang aking mga resibo,0.7114798426628113,False,
I want to get the invoices from last month,get_invoice,INVOICE,BM,Gusto kong makuha ang mga invoice mula noong nakaraang buwan,0.9687803983688354,False,
can you help me to get the invoice from my last purchase?,get_invoice,INVOICE,BI,Matutulungan mo ba akong makuha ang resibo mula sa aking huling binili?,0.8257333040237427,False,
send me the invoice from four months ago,get_invoice,INVOICE,BM,ipadala sa akin ang invoice mula apat na buwan na ang nakalipas,0.9667012691497804,False,
I want assistance to get my invoice,get_invoice,INVOICE,B,Nais ko ng tulong upang makuha ko ang aking resibo,0.7300840616226196,False,
getting invoice,get_invoice,INVOICE,BK,pagtanggap ng mga resibo,0.7111451625823975,False,
I need to get the invoices from 3 purchases ago,get_invoice,INVOICE,BM,Kailangan kong kunin ang mga invoice mula sa 3 na binili noong nakaraan,0.945248246192932,False,
get invoices,get_invoice,INVOICE,BKM,kumuha ng mga resibo,0.6876614093780518,True,
can you help me get the invoices?,get_invoice,INVOICE,BIM,Matutulungan mo ba akong makuha ang mga resibo?,0.7192976474761963,False,
could you help me get my invoice?,get_invoice,INVOICE,BIP,Matutulungan mo ba akong makuha ang aking resibo?,0.7368320226669312,False,
could you help me getting the invoice from 5 purchases ago?,get_invoice,INVOICE,BIMP,Matutulungan mo ba akong makakuha ng invoice mula sa 5 na binili ko noon?,0.7583279609680176,False,
I want to get the invoices from July,get_invoice,INVOICE,BM,Gusto kong makuha ang mga invoice mula Hulyo,0.970384418964386,False,
what do I need to do to get the invoice from July?,get_invoice,INVOICE,BI,Ano ang kailangan kong gawin upang makuha ang resibo mula Hulyo?,0.8601082563400269,False,
could I get the invoice from last month?,get_invoice,INVOICE,BIP,Makukuha ko kaya ang invoice mula noong nakaraang buwan?,0.961295247077942,False,
I call to get the invoice,get_invoice,INVOICE,B,Ako'y tumatawag upang kunin ang invoice,0.963245451450348,False,
